ID;PY;pops_left_drc;region;genus;spec;order;nmethod;pop;degN;degE;n_pp;perc;n2;dl2;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Awashima;38.46;139.25;4;0;158;14;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Baoding;38.851111;115.490278;4;76.74418605;43;10;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Baoding;38.851111;115.490278;4;61.11111111;18;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Baoding;38.851111;115.490278;4;25;40;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Baoding;38.851111;115.490278;4;13.33333333;60;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Beijing;39.933333;116.383333;4;94.02985075;67;10;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Beijing;39.933333;116.383333;4;76.36363636;55;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Beijing;39.933333;116.383333;4;34.88372093;43;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Beijing;39.933333;116.383333;4;1.315789474;76;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Futatsui;40.2;140.22;4;95.0617284;81;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Futatsui;40.2;140.22;5;100;91;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Futatsui;40.2;140.22;4;61.44578313;83;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Futatsui;40.2;140.22;5;94.94949495;99;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Futatsui;40.2;140.22;4;4.545454545;176;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Futatsui;40.2;140.22;5;69.67213115;122;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Futatsui;40.2;140.22;4;1.265822785;79;14;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Futatsui;40.2;140.22;5;15.58441558;77;14;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Futatsui;40.2;140.22;5;0;129;15;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Haboro;44.36;141.7;5;98.95833333;96;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Haboro;44.36;141.7;5;88.69565217;115;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Haboro;44.36;141.7;5;58.25825826;333;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Haboro;44.36;141.7;5;11.95335277;343;14;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Haboro;44.36;141.7;5;0;70;15;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Heze;35.2;115.63;4;91.80327869;61;10;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Heze;35.2;115.63;4;83.78378378;74;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Heze;35.2;115.63;4;42.85714286;35;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Heze;35.2;115.63;4;0;43;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Imabetsu;41.15;140.45;4;97.64705882;85;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Imabetsu;41.15;140.45;5;100;103;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Imabetsu;41.15;140.45;4;80.64516129;186;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Imabetsu;41.15;140.45;5;81.74603175;126;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Imabetsu;41.15;140.45;4;15.15151515;297;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Imabetsu;41.15;140.45;5;40.95238095;105;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Imabetsu;41.15;140.45;4;0;80;14;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Imabetsu;41.15;140.45;5;2.985074627;67;14;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Imabetsu;41.15;140.45;5;0;119;15;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Iwanuma;38.11;140.87;4;100;30;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Iwanuma;38.11;140.87;4;91.66666667;24;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Iwanuma;38.11;140.87;4;22.22222222;54;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Iwanuma;38.11;140.87;4;5.555555556;18;14;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Kagoshima;31.58;130.54;5;93.65079365;63;10;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Kagoshima;31.58;130.54;5;72.60273973;73;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Kagoshima;31.58;130.54;5;44.87179487;78;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Kagoshima;31.58;130.54;5;3.076923077;65;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Kagoshima;31.58;130.54;5;0;35;14;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Kikonai;41.66;140.43;4;95.78947368;95;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Kikonai;41.66;140.43;5;100;89;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Kikonai;41.66;140.43;5;100;52;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Kikonai;41.66;140.43;5;100;38;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Kikonai;41.66;140.43;4;75.29411765;255;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Kikonai;41.66;140.43;5;98.03921569;102;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Kikonai;41.66;140.43;5;85.71428571;63;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Kikonai;41.66;140.43;5;94.11764706;34;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Kikonai;41.66;140.43;4;15.92178771;358;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Kikonai;41.66;140.43;5;84.53608247;97;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Kikonai;41.66;140.43;5;38.61386139;202;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Kikonai;41.66;140.43;5;75.92592593;54;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Kikonai;41.66;140.43;4;0;50;14;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Kikonai;41.66;140.43;5;10;90;14;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Kikonai;41.66;140.43;5;0;59;14;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Kikonai;41.66;140.43;5;11.62790698;43;14;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Kikonai;41.66;140.43;5;0;86;15;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Kikonai;41.66;140.43;5;0;64;15;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Kikonai;41.66;140.43;5;5.555555556;18;15;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Murakami;38.12;139.48;5;100;105;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Murakami;38.12;139.48;5;95.41984733;131;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Murakami;38.12;139.48;5;51.70731707;205;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Murakami;38.12;139.48;5;9.090909091;77;14;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Murakami;38.12;139.48;5;2.542372881;118;15;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Oita;33.25;131.65;5;96.875;64;10;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Oita;33.25;131.65;5;98.80952381;84;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Oita;33.25;131.65;5;51.79856115;139;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Oita;33.25;131.65;5;0;58;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Oita;33.25;131.65;5;0;35;14;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Okushiri;42.07;139.45;4;94.82758621;58;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Okushiri;42.07;139.45;5;100;95;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Okushiri;42.07;139.45;5;100;96;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Okushiri;42.07;139.45;5;100;94;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Okushiri;42.07;139.45;4;92.8057554;139;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Okushiri;42.07;139.45;5;98.01980198;101;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Okushiri;42.07;139.45;5;89.28571429;56;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Okushiri;42.07;139.45;5;95.53571429;112;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Okushiri;42.07;139.45;4;26.92307692;78;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Okushiri;42.07;139.45;5;81.01265823;79;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Okushiri;42.07;139.45;5;89.32038835;103;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Okushiri;42.07;139.45;5;88.70967742;124;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Okushiri;42.07;139.45;4;0;115;14;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Okushiri;42.07;139.45;5;25.47169811;106;14;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Okushiri;42.07;139.45;5;15.13513514;185;14;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Okushiri;42.07;139.45;5;17.48251748;143;14;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Okushiri;42.07;139.45;5;0;129;15;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Okushiri;42.07;139.45;5;0;75;15;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Okushiri;42.07;139.45;5;1.666666667;60;15;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Oma;41.54;140.92;5;98.7654321;81;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Oma;41.54;140.92;5;99.21259843;127;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Oma;41.54;140.92;5;72.45508982;167;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Oma;41.54;140.92;5;12.76595745;141;14;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Oma;41.54;140.92;5;0;157;15;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Onuma;41.97;140.67;4;100;47;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Onuma;41.97;140.67;4;100;47;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Onuma;41.97;140.67;4;79.54545455;44;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Onuma;41.97;140.67;4;2.631578947;38;14;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Rishiri;45.25;141.21;6;100;55;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Rishiri;45.25;141.21;6;100;68;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Rishiri;45.25;141.21;6;98.64864865;74;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Rishiri;45.25;141.21;6;83.67346939;49;14;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Rishiri;45.25;141.21;6;14.58333333;48;15;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Rishiri;45.25;141.21;6;11.11111111;27;16;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Sado;38.02;138.37;5;97.64705882;85;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Sado;38.02;138.37;5;92.22222222;90;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Sado;38.02;138.37;5;40.32258065;124;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Sado;38.02;138.37;5;7.03125;128;14;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Sado;38.02;138.37;5;0.854700855;117;15;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Sakata;38.92;139.84;5;90.76923077;130;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Sakata;38.92;139.84;5;83.88888889;180;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Sakata;38.92;139.84;5;42.85714286;245;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Sakata;38.92;139.84;5;6.25;160;14;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Sakata;38.92;139.84;5;0;129;15;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Sapporo;43.07;141.35;5;100;70;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Sapporo;43.07;141.35;5;100;90;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Sapporo;43.07;141.35;6;100;98;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Sapporo;43.07;141.35;5;82.11382114;123;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Sapporo;43.07;141.35;5;100;90;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Sapporo;43.07;141.35;6;95.95959596;99;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Sapporo;43.07;141.35;5;47.71929825;285;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Sapporo;43.07;141.35;5;86.9047619;84;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Sapporo;43.07;141.35;6;81.18811881;101;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Sapporo;43.07;141.35;5;2;200;14;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Sapporo;43.07;141.35;5;42.94117647;170;14;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Sapporo;43.07;141.35;6;45.53571429;112;14;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Sapporo;43.07;141.35;5;0.862068966;116;15;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Sapporo;43.07;141.35;5;0;119;15;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Sapporo;43.07;141.35;6;0.694444444;144;15;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Sapporo;43.07;141.35;6;0;128;16;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Sarobetsu;45.08;141.69;6;100;77;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Sarobetsu;45.08;141.69;6;100;116;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Sarobetsu;45.08;141.69;6;94.21052632;190;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Sarobetsu;45.08;141.69;6;83.45323741;139;14;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Sarobetsu;45.08;141.69;6;3.743315508;187;15;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Sarobetsu;45.08;141.69;6;1.785714286;112;16;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Setana;42.45;139.85;5;100;8;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Setana;42.45;139.85;5;99.13793103;116;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Setana;42.45;139.85;5;96.92307692;65;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Setana;42.45;139.85;5;76.54320988;81;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Setana;42.45;139.85;5;88.88888889;9;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Setana;42.45;139.85;5;35.78947368;190;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Setana;42.45;139.85;5;24.32432432;37;14;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Setana;42.45;139.85;5;5.454545455;110;14;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Setana;42.45;139.85;5;0;65;15;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Setana;42.45;139.85;5;0;139;15;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Shanghai;31.233333;121.466667;4;93.50649351;77;10;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Shanghai;31.233333;121.466667;4;84.31372549;51;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Shanghai;31.233333;121.466667;4;28;50;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;triauraria;Diptera;accurate;Shanghai;31.233333;121.466667;4;0;77;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Tobishima;39.11;139.33;5;100;51;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Tobishima;39.11;139.33;5;100;56;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Tobishima;39.11;139.33;5;89.24731183;93;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Tobishima;39.11;139.33;5;62.71186441;59;14;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;biauraria;Diptera;accurate;Tobishima;39.11;139.33;5;0;69;15;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Wakkanai;45.4;141.69;5;98.94736842;95;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Wakkanai;45.4;141.69;5;95.40229885;87;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Wakkanai;45.4;141.69;5;52.7173913;184;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Wakkanai;45.4;141.69;5;5.780346821;173;14;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Wakkanai;45.4;141.69;5;0;82;15;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Yagishiri;44.44;141.43;5;98.66666667;75;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Yagishiri;44.44;141.43;6;100;123;11;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Yagishiri;44.44;141.43;5;92.17391304;115;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Yagishiri;44.44;141.43;6;100;82;12;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Yagishiri;44.44;141.43;5;44.14414414;222;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Yagishiri;44.44;141.43;6;96.42857143;84;13;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Yagishiri;44.44;141.43;5;6;200;14;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Yagishiri;44.44;141.43;6;48.68421053;76;14;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;auraria;Diptera;accurate;Yagishiri;44.44;141.43;5;0;82;15;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Yagishiri;44.44;141.43;6;0.649350649;154;15;
kimura_1993;1993;"8;11;10;8";japan;Drosophila;subauraria;Diptera;accurate;Yagishiri;44.44;141.43;6;1.639344262;122;16;
kimura_1994;1994;5;Japan;Drosophila;takahashii;Diptera;global average; CH;35.607325;140.106386;4;84.02154399;40;10;
kimura_1994;1994;5;Japan;Drosophila;takahashii;Diptera;global average; CH;35.607325;140.106386;4;81.68761221;40;11;
kimura_1994;1994;5;Japan;Drosophila;takahashii;Diptera;global average; CH;35.607325;140.106386;4;6.463195691;40;12;
kimura_1994;1994;5;Japan;Drosophila;takahashii;Diptera;global average; CH;35.607325;140.106386;4;6.822262118;40;13;
kimura_1994;1994;5;Japan;Drosophila;takahashii;Diptera;global average; FT;33.495079;130.51863;4;97.3070018;40;10;
kimura_1994;1994;5;Japan;Drosophila;takahashii;Diptera;global average; FT;33.495079;130.51863;4;99.82046679;40;11;
kimura_1994;1994;5;Japan;Drosophila;takahashii;Diptera;global average; FT;33.495079;130.51863;4;8.976660682;40;12;
kimura_1994;1994;5;Japan;Drosophila;takahashii;Diptera;global average; FT;33.495079;130.51863;4;13.64452424;40;13;
kimura_1994;1994;5;Japan;Drosophila;takahashii;Diptera;global average; KG;31.596536;130.557117;4;67.68402154;40;10;
kimura_1994;1994;5;Japan;Drosophila;takahashii;Diptera;global average; KG;31.596536;130.557117;4;56.01436266;40;11;
kimura_1994;1994;5;Japan;Drosophila;takahashii;Diptera;global average; KG;31.596536;130.557117;4;20.46678636;40;12;
kimura_1994;1994;5;Japan;Drosophila;takahashii;Diptera;global average; KG;31.596536;130.557117;4;11.13105925;40;13;
kimura_1994;1994;5;Japan;Drosophila;takahashii;Diptera;global average; KS;31.766667;129.8;4;87.79174147;40;10;
kimura_1994;1994;5;Japan;Drosophila;takahashii;Diptera;global average; KS;31.766667;129.8;4;73.78815081;40;11;
kimura_1994;1994;5;Japan;Drosophila;takahashii;Diptera;global average; KS;31.766667;129.8;4;11.8491921;40;12;
kimura_1994;1994;5;Japan;Drosophila;takahashii;Diptera;global average; KS;31.766667;129.8;4;15.7989228;40;13;
kimura_1994;1994;5;Japan;Drosophila;takahashii;Diptera;global average; SN;38.268333;140.869444;4;94.97307002;40;10;
kimura_1994;1994;5;Japan;Drosophila;takahashii;Diptera;global average; SN;38.268333;140.869444;4;89.94614004;40;11;
kimura_1994;1994;5;Japan;Drosophila;takahashii;Diptera;global average; SN;38.268333;140.869444;4;14.36265709;40;12;
kimura_1994;1994;5;Japan;Drosophila;takahashii;Diptera;global average; SN;38.268333;140.869444;4;5.92459605;40;13;
koveos;1993;8;Europe;Tetranychus;urticae;Trombidiformes;global average;Aile-froide;44.885;6.356111;8;100.4103418;250;12;
koveos;1993;8;Europe;Tetranychus;urticae;Trombidiformes;global average;Aile-froide;44.885;6.356111;8;100.3424658;250;13;
koveos;1993;8;Europe;Tetranychus;urticae;Trombidiformes;global average;Aile-froide;44.885;6.356111;8;100.2715044;250;14;
koveos;1993;8;Europe;Tetranychus;urticae;Trombidiformes;global average;Aile-froide;44.885;6.356111;8;70.78859682;250;14.5;
koveos;1993;8;Europe;Tetranychus;urticae;Trombidiformes;global average;Aile-froide;44.885;6.356111;8;34.45020363;250;15;
koveos;1993;8;Europe;Tetranychus;urticae;Trombidiformes;global average;Aile-froide;44.885;6.356111;8;4.964210786;250;15.5;
koveos;1993;8;Europe;Tetranychus;urticae;Trombidiformes;global average;Aile-froide;44.885;6.356111;8;4.930272738;250;16;
koveos;1993;8;Europe;Tetranychus;urticae;Trombidiformes;global average;Aile-froide;44.885;6.356111;8;4.862396643;250;17;
koveos;1993;8;Europe;Tetranychus;urticae;Trombidiformes;global average;leningrad;59.933333;30.266667;15;99.32432432;250;8;
koveos;1993;8;Europe;Tetranychus;urticae;Trombidiformes;global average;leningrad;59.933333;30.266667;15;99.25494691;250;9;
koveos;1993;8;Europe;Tetranychus;urticae;Trombidiformes;global average;leningrad;59.933333;30.266667;15;99.18858591;250;10;
koveos;1993;8;Europe;Tetranychus;urticae;Trombidiformes;global average;leningrad;59.933333;30.266667;15;99.1222249;250;11;
koveos;1993;8;Europe;Tetranychus;urticae;Trombidiformes;global average;leningrad;59.933333;30.266667;15;99.05284749;250;12;
koveos;1993;8;Europe;Tetranychus;urticae;Trombidiformes;global average;leningrad;59.933333;30.266667;15;98.98347008;250;13;
