PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Vila, M; Bjorklund, M				Vila, M; Bjorklund, M			Testing biennialism in the butterfly Erebia palarica (Nymphalidae : Satyrinae) by mtDNA sequencing	INSECT MOLECULAR BIOLOGY												The montane butterfly Erebia palarica has an unconfirmed life-cycle length. The genus Erebia shows variability in length of diapause depending on latitude and altitude, which may lead to allochronic differentiation. To test for biennialism and possible asynchronous differentiation, we sequenced the most variable fragments of the mitochondrial control region and the cytochrome oxidase I in forty individuals from the same population, from two consecutive years. No differentiation between cohorts could be detected and therefore the idea of a current annual cycle is supported. We conclude that a biennial cycle may never have been important in this population and we further discuss adaptive strategies this species may have used to confront colder climates.				Vila, Marta/F-6118-2016	Vila, Marta/0000-0002-8803-9174												0962-1075					APR	2004	13	2					213	217		10.1111/j.0962-1075.2004.00472.x								WOS:000220522500013	15056369					
J	Danks, HV				Danks, HV			Seasonal adaptations in arctic insects	INTEGRATIVE AND COMPARATIVE BIOLOGY					Annual Meeting of the Society-for-Integrative-and-Comparative-Biology	JAN 04-08, 2003	TORONTO, CANADA	Soc Integrat & Comparat Biol				Many insect species live in the arctic and show a wide range of adaptations to its extreme severity and seasonality. Long, cold winters are met, for example, by cold hardiness and choice of protected sites. Cold hardiness includes both widespread tolerance to freezing and extreme supercooling ability, as well as unusual responses in a few species, such as lack of typical cryoprotectants. Adaptations to short, cool summers include activity at low temperatures, selection of warm habitats and microhabitats, melanism and hairiness coupled with basking behaviour, and prolonged or abbreviated life cycles. Diapause ensures that many species emerge early in summer, with brief synchronized reproduction that maximizes the time for offspring development before winter returns. Some species overwinter in sites that thaw earliest in spring, even if they are relatively exposed in winter. Other adaptations respond to year-to-year variability: for example, prolonged diapause can provide insurance against unsuitable summers. All of these adaptations are co-ordinated. For example, cold hardiness relies on physiological and biochemical adaptations but also on habitat choice and timing. Because the adaptations are complex, predicted climatic warming probably will have unexpected effects. In particular, an increase in temperature that increases summer cloud when sea ice melts would likely reduce temperatures for insect development and activity, because sunshine provides critical warmth to insects and their microhabitats. Changes in moisture will also be important. Moreover, responses differ among species, depending especially on their microhabitats. The complexity of the responses of insects to arctic conditions reinforces the need for research that is sufficiently detailed.																	1540-7063	1557-7023				APR	2004	44	2					85	94		10.1093/icb/44.2.85								WOS:000222909700002	21680489					
J	Villavaso, EJ; Snodgrass, GL				Villavaso, EJ; Snodgrass, GL			Diapause in tarnished plant bug (Heteroptera : Miridae) reared in dynamic photoperiod environmental cabinets	JOURNAL OF AGRICULTURAL AND URBAN ENTOMOLOGY												Diapause in tarnished plant bugs, Lygus lineolaris (Palisot de Beauvois) (Heteroptera: Miridae), increased with decreasing photoperiods simulated in environmental cabinets to match those at Starkville, Mississippi (latitude 33.45 N). Hypertrophied fat body in males was strongly associated with hypotrophied accessory glands, and these two characteristics were used to classify male diapause. Although the fatty tissue surrounding the testes differentiated diapausing and reproductive males, almost all males had well-developed testes and large quantities of sperm in their seminal vesicles at the time of dissection; thus testis size was not used for diapause classification. Hypertrophied fat body and lack of mature eggs at time of dissection were used to classify female diapause. Simulated decreasing photoperiods beginning on 4 September, 17 September, and 1 October (Julian dates 247, 260, and 274, respectively) resulted in 15.4%, 57.0%, and 86.0% diapause, respectively. Males and females exhibited similar percentages of diapause. When only egg-producing females were considered, fewer eggs were present at time of dissection within females with the largest fat bodies than within females with smaller fat bodies. Diapause morphology was rated numerically and an SAS program was developed to classify diapausing and reproductive insects. Extrapolation from current data indicated that 50% of nymphs eclosing from eggs oviposited near Starkville, Mississippi, about 14 September can be expected to enter diapause.																	1523-5475					APR	2004	21	2					87	97										WOS:000228071000004						
J	Vexler, D; Bertram, M; Kapur, A; Spatari, S; Graedel, TE				Vexler, D; Bertram, M; Kapur, A; Spatari, S; Graedel, TE			The contemporary Latin American and Caribbean copper cycle: 1 year stocks and flows	RESOURCES CONSERVATION AND RECYCLING												Substance flow cycles can provide a picture of resource uses and losses through a geographic region, thus allowing the evaluation of approaches to regional resource management and the estimation of gross environmental impacts. This paper traces the flow of copper as it enters and leaves the Latin American and the Caribbean (LAC) economy over 1 year. A regional material flow model was developed to estimate patterns of copper use in the early 1990s throughout LAC. Material balance calculations were used to determine copper flows, including the amount of metal that enters use in society and in waste repositories. A database and modeling tool that records temporal and spatial boundary conditions and data quality was developed for continental substance flow analysis. The result provides a numerical accounting of copper from ore, to product, to potential secondary resource. The modeling also shows how materials are transformed and processed, recovered, and stored at each stage in the life cycle of copper. LAC is a significant global producer of primary copper through its mining, smelting, and refining operations; about three-fourths of this output is exported from the continent. The remainder is fabricated within LAC and enters the societal use reservoir in infrastructure, buildings, industry, private households, and other uses. Chile is the dominant producer and exporter of copper in the region. The majority of copper in finished products is contained in pure form (70%, 212 Gg out of 305 Gg), the remainder in alloy form. Copper from post-consumer waste is roughly 10 times smaller than tailings and slag waste. This research shows that there is a significant stock of copper both in use and hibernating in retired electronic products. There is also an informal recycling system and secondary market that is not quantified, but estimated to be up to 80% of recovered post-consumer copper. (C) 2003 Elsevier B.V. All rights reserved.				Spatari, Sabrina/C-2343-2012	Graedel, Thomas E/0000-0002-4007-3189												0921-3449					APR	2004	41	1					23	46		10.1016/j.resconrec.2003.08.002								WOS:000220819300003						
J	Hill, RA; Barrett, L; Gaynor, D; Weingrill, T; Dixon, P; Payne, H; Henzi, SP				Hill, RA; Barrett, L; Gaynor, D; Weingrill, T; Dixon, P; Payne, H; Henzi, SP			Day length variation and seasonal analysis of behaviour	SOUTH AFRICAN JOURNAL OF WILDLIFE RESEARCH												Annual cycles in day length are an important consideration in seasonal analyses of behaviour. Seasonal variation in day length not only represents an ecological constraint on activity, but also imposes methodological restrictions on analyses. This paper examines the implications of monthly variation in day length using data from a troop of chacma baboons (Papio cynocephalus ursinus) at De Hoop Nature Reserve, South Africa. Time spent feeding, moving, grooming and resting each month were all significant positive functions of day length, confirming its importance as an ecological constraint. More importantly, the results highlighted the necessity of including day length as an independent variable in this form of analysis. Where day length is excluded, there are problems interpreting relationships, since it is impossible to separate out the independent effects of temperature and day length. The analyses also confirmed that percentage time budgets, which have sometimes been used in this form of analysis, are subject to significant biases where data are from populations experiencing substantial degrees of day length variation. Future research must be aware of the methodological constraints imposed by seasonal variation in day length, and further work is clearly required to fully determine its importance.				Payne, Hallam/B-4074-2009; Hill, Russell/D-9113-2013	Hill, Russell/0000-0002-7601-5802												0379-4369					APR	2004	34	1					39	44										WOS:000223168300004						
J	Kark, S; Lens, L; Van Dongen, S; Schmidt, E				Kark, S; Lens, L; Van Dongen, S; Schmidt, E			Asymmetry patterns across the distribution range: does the species matter?	BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY												An important question in evolutionary ecology is whether different populations across a species range, from core to periphery, experience different levels of stress. The estimation of developmental instability has been proposed as a useful tool for quantifying the degree of environmental and genetic stress that individuals experience during their development. Fluctuating asymmetry, the unsigned difference between the two sides of a bilaterally symmetrical trait, has been suggested to reflect the levels of developmental instability in a population. As such, it has been proposed as a useful tool for estimating changes in developmental instability and in stress response in populations across a range of environmental conditions. Recent studies focusing mostly on birds have detected increasing fluctuating asymmetry from core to periphery across the distribution range, suggesting that peripheral populations may experience higher levels of environmental and/or genetic stress. Most of these comparisons were done for single taxa across a single gradient. However, different species are predicted to respond differently to environmental shifts across the range. We compared asymmetry patterns in wing morphology in populations of two Euchloe butterfly species across their opposing ranges in Israel. Contrary to the patterns observed in birds across the same gradient, bilateral asymmetry did not increase or shift towards the periphery in either of the butterfly species. If fluctuating asymmetry in these traits reflects levels of stress, these results may partly reflect the fact that the range of these two butterfly species is limited by the distribution of their host plant, rather than by abiotic environmental variables. In addition, developing pierids can diapause during harsh seasons and can persist in resource-rich patches, thus minimizing the environmental stress perceived by developing individuals. We conclude that accounting for differences in species' life histories and range-limiting factors is necessary in order to better predict patterns of developmental instability across spatial and environmental gradients. (C) 2004 The Linnean Society of London,				Kark, Salit/C-6795-2016; Kark, Salit/I-7123-2013	Kark, Salit/0000-0002-7183-3988; Kark, Salit/0000-0002-7183-3988												0024-4066					MAR	2004	81	3					313	324		10.1111/j.1095-8312.2004.00296.x								WOS:000220505200001						
J	Hao, SG; Kang, L				Hao, SG; Kang, L			Effects of temperature on the post-diapause embryonic development and the hatching time in three grasshopper species (Orth., Acrididae)	JOURNAL OF APPLIED ENTOMOLOGY												A study was conducted to determine the effects of six constant temperatures (15, 20, 25, 30, 35 and 40degreesC) on the post-diapause embryonic development and the hatching time in three grasshopper species -Omocestus haemorrhoidalis (Charp.), Calliptamus abbreviatus Ikonn. and Chorthippus fallax (Zub.) - from the Inner Mongolian steppe. The results indicate that the species differ in the developmental rates, survival curves and cumulative hatching probabilities. The eggs of O. haemorrhoidalis had the fastest developmental rate with a low developmental threshold temperature of 9.9degreesC and the sum of effective temperature (SET) 211.2 degree-days (DD). The corresponding values were 10.9degreesC and 210.6 DD for C. abbreviatus, 10.5degreesC and 240.2 DD for Ch. fallax respectively. The SET at which 50% of post-diapause eggs hatched were 252.0 DD for O. haemorrhoidalis, 262.8 DD for C. abbreviatus, and 273.3 DD for Ch. fallax. The predicted maximal hatch ability of O. haemorrhoidalis (91.17%), C. abbreviatus (75.67%) and Ch. fallax (94.07%) occurred at 23.7, 29.0 and 31.3degreesC, respectively. The thermal death points of each species were reached at 43.3, 45.0 and 48.6degreesC. The optimal temperature ranges were 12.2-35.2degreesC for O. haemorrhoidalis, 21.7-36.3degreesC for C. abbreviatus and 20.9-41.7degreesC for Ch. fallax respectively. These results suggest that O. haemorrhoidalis adapt to hatch at a lower temperature range, C. abbreviatus adapt to mid-temperature range, while Ch. fallax adapt to hatch at a higher temperature range. Although the SET of Ch. fallax is more than that of the other two species, it is not sufficient to explain the hatching sequence of the species in springtime. The results also indicate that Ch. fallax and O. haemorrhoidalis have wider adaptive temperature range than C. abbreviatus.																	1439-0418					MAR	2004	128	2					95	101		10.1046/j.1439-0418.2003.00810.x								WOS:000220175600003						
J	Kipyatkov, VE; Lopatina, EB; Imamgaliev, AA; Shirokova, LA				Kipyatkov, VE; Lopatina, EB; Imamgaliev, AA; Shirokova, LA			Effect of temperature on rearing of the first brood by the founder females of the ant Lasius niger (Hymenoptera, Formicidae): Latitude-dependent variability of the response norm	JOURNAL OF EVOLUTIONARY BIOCHEMISTRY AND PHYSIOLOGY												It has been established that duration of brood development and success of rearing of the first worker individuals by founder females of the ant Lasius niger from the northern population (St. Petersburg) depend on temperature conditions to a larger extent than of individuals from the southern a real (Borisovka Village, Belgorod Region) The development rate of individuals from the northern population is lower as compared with individuals from the southern population in the low temperature range (17-20degreesC), but is higher at elevated temperatures (22-27degreesC). This leads to a greater slope of the temperature regression line of the development rate on the temperature, to lower values of the sum of effective temperatures, and to a higher temperature threshold of development in the northern population. Lower temperatures have a stronger effect on development of larvae from the northern population by inducing diapause in the greater number of individuals as compared with larvae from the southern population. The L. niger founder females require, on average, higher temperatures than the females from the southern populations of this species for rearing the first worker ants during the same summer season (i.e., without winter diapause). Thus, ants of the southern populations, when rearing the first brood, use a strategy of faster development at higher temperatures, while low temperatures restrict to the greater extent the development of their brood as compared with ants from the southern populations. It is concluded that one of the ways of physiological adaptation of ants for inhabitance on the North is such change of the norm of response to temperature, at which development becomes more temperature-dependent, the physiological response to higher temperatures increasing at the cost of its decrease at lower temperatures.				Lopatina, Elena/N-1084-2013	Lopatina, Elena/0000-0003-0267-5266												0022-0930	1608-3202				MAR-APR	2004	40	2					165	175		10.1023/B:JOEY.0000033808.45455.75								WOS:000223378500008						
J	Sommer, AM; Portner, HO				Sommer, AM; Portner, HO			Mitochondrial function in seasonal acclimatization versus latitudinal adaptation to cold in the lugworm Arenicola marina (L.)	PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY												Previous studies in marine ectotherms from a latitudinal cline have led to the hypothesis that eurythermal adaptation to low mean annual temperatures is energetically costly. To obtain more information on the trade-offs and with that the constraints of thermal adaptation, mitochondrial functions were studied in subpolar lugworms (Arenicola marina L.) adapted to summer cold at the White Sea and were compared with those in boreal specimens from the North Sea, either acclimatized to summer temperatures or to winter cold. During summer, a comparison of mitochondria from subpolar and boreal worms revealed higher succinate oxidation rates and reduced Arrhenius activation energies (E(a)) in state 3 respiration at low temperatures, as well as higher proton leakage rates in subpolar lugworms. These differences reflect a higher aerobic capacity in subpolar worms, which is required to maintain motor activity at low but variable environmental temperatures-however, at the expense of an elevated metabolic rate. The lower activity of citrate synthase (CS) found in subpolar worms may indicate a shift in metabolic control within mitochondria. In contrast, acclimatization of boreal lugworms to winter conditions elicited elevated mitochondrial CS activities in parallel with enhanced mitochondrial respiration rates. With falling acclimation temperatures, the significant Arrhenius break temperature in state 3 respiration (11degreesC) became insignificant (5degreesC) or even disappeared (0degreesC) at lower levels of Arrhenius activation energies in the cold, similar to a phenomenon known from hibernating vertebrates. The efficiency of aerobic energy production in winter mitochondria rose as proton leakage in relation to state 3 decreased with cold acclimation, indicated by higher respiratory control ratio values and increased adenosine diphosphate/oxygen (ADP/O) ratios. These transitions indicate reduced metabolic flexibility, possibly paralleled by a loss in aerobic scope and metabolic depression during winter cold. Accordingly, these patterns contrast those found in summer-active, cold-adapted eurytherms at high latitudes.					Portner, Hans-O./0000-0001-6535-6575												1522-2152					MAR-APR	2004	77	2					174	186		10.1086/381468								WOS:000221070500002	15095238					
J	Goto, SG; Kimura, MT				Goto, SG; Kimura, MT			Heat-shock-responsive genes are not involved in the adult diapause of Drosophila triauraria	GENE												Although the molecular regulation of diapause remains largely unknown, there is an accumulation of data suggesting the involvement of heat-shock proteins in the expression of diapause or dormancy. However, Goto et al. [J. Insect Physiol. 44 (1998) 1009] reported that Drosophila triauraria does not express Hsp70 transcripts at normal temperatures, regardless of the diapause state. Here, we investigated the transcriptional regulation of other heat-shock-responsive genes (Hsp23, Hsp26, Hsp83 and Hsrw) in D. triauraria with relation to diapause. The results revealed that these genes are not regulated as a function of diapause, suggesting that they are not involved in the expression of diapause in this species. (C) 2003 Elsevier B.V. All rights reserved.				Goto, Shin/K-2614-2015	Goto, Shin/0000-0002-4431-7531												0378-1119					FEB 4	2004	326						117	122		10.1016/j.gene.2003.10.017								WOS:000188818600012	14729269					
J	Van Driesche, RG; Nunn, C; Pasquale, A				Van Driesche, RG; Nunn, C; Pasquale, A			Life history pattern, host plants, and habitat as determinants of population survival of Pieris napi oleracea interacting with an introduced braconid parasitoid	BIOLOGICAL CONTROL												Pieris napi oleracea Harris is a native pierid butterfly whose range in New England has decreased since the 1869 invasion of an exotic congener, Pieris rapae (L.). Populations have disappeared from all but a few locations in western Massachusetts, but persist more widely in northern Vermont. Parasitism by the introduced braconid wasp Cotesia glomerata (L.) has been postulated as responsible for this decline. Field exposures of cohorts of P. napi larvae in 2002 showed that, on the summer host plant Sisymbrium officinale (L.) Scoop., parasitism rates of second generation butterfly larvae were very high (100% in Massachsusetts and 66% in Vermont). Direct observations of host plant and habitat use patterns by P. napi females in northern Vermont in 2000 showed that this species changes habitats between the first and second generation, with over 95% of eggs of the first generation of P. napi being laid in wooded habitats on the crucifer Cardamine. (formerly Dentaria) diphylla (Michx.) Wood. Second generation butterflies fly in meadows and oviposit on S. officinale and other crucifers in full-sun habitats. The second flight of P. napi is, however, only a partial generation, with many first generation pupae entering diapause. The proportion of butterflies entering diapause increases if eggs are laid on C diphylla plants at or past the flower bud stage. Of first instar P. napi reared outdoors on pre-flower-bud C diphylla, 63% (n = 64) entered diapause in Massachusetts, but 86% (n = 119) did so in northern Vermont. Higher rates of diapause in early larval groups in northern Vermont, plus lower rates of parasitism of second generation larvae in meadows, as compared to Massachusetts, indicate that the impact of C glomerata on total population survival is lower in Vermont and is likely the reason P. napi has persisted in northern Vermont, but not in western Massachusetts. This case illustrates how non-target effects of parasitoids may be mediated by habitat and life history features of populations of affected insects, which may differ geographically. (C) 2003 Elsevier Inc. All rights reserved.																	1049-9644					FEB	2004	29	2					278	287		10.1016/S1049-9466(03)00152-X								WOS:000187678600014						
J	Braby, MF; Douglas, F				Braby, MF; Douglas, F			The taxonomy, ecology and conservation status of the Golden-rayed Blue: a threatened butterfly endemic to western Victoria, Australia	BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY												The Golden-rayed Blue, Candalides noelkeri sp. nov. (Lepidoptera: Lycaenidae), from the Wimmera of western Victoria, Australia, is described and illustrated. The male and female genitalia and immature stages are figured, described and compared with those of Candalides heathi and C: xanthospilos. Candalides noelkeri sp. nov. is placed in the C. xanthospilos species-group, being most closely allied to and allopatric with C. heathi. It is predominantly univoltine, with adults usually present from late November to early February. However, it has a facultative pupal diapause that gives rise to a partial overlapping second generation in mid-summer. The species is ecologically specialized, monophagous and has a narrow geographical range, currently known only from two localities in a restricted area near Natimuk. Within this limited area it is restricted to flood plains bordering natural salt-lakes where the larval food plant, a prostrate form of Myoporum paruifolium (Myoporaceae), grows as a low spreading ground cover plant. Morphological and geological evidence suggest a recent (late Pleistocene) allopatric speciation event between C. noelkeri sp. nov. and C. heathi. The small, peripheral spatial distribution of C. noelkeri sp. nov. implies that differentiation has been achieved by the founder effect, either through peripheral isolates speciation (peripatric speciation) or postspeciation dispersal, possibly as a result of a barrier created by the volcanic plains in western Victoria. Available information indicates that C. noelkeri sp. nov., Victoria's only endemic species of butterfly, is facing a high risk of extinction and accordingly its conservation status should be considered as Endangered. The most serious threat at the type locality is habitat change or succession caused by invasion of Melaleuca halmaturorum, which is creating a dense shaded paperbark forest that is reducing both the preferred open sunny microhabitat and the extent of the larval food plant. Recognition of C. noelkeri sp. nov. as a flagship taxon is likely to enhance the conservation of biodiversity in remnant flood plain/salt-lake ecosystems of temperate south-eastern Australia. (C) 2004 The Linnean Society of London.																	0024-4066					FEB	2004	81	2					275	299		10.1111/j.1095-8312.2003.00291.x								WOS:000189091700010						
J	Chmura, GL; Hung, GA				Chmura, GL; Hung, GA			Controls on salt marsh accretion: A test in salt marshes of Eastern Canada	ESTUARIES												We used Cs-137-dating to determine vertical accretion rates of 15 salt marshes on the Bay of Fundy, the Gulf of St. Lawrence, and the Atlantic coast of Nova Scotia. Accretion rates are compared to a number of factors assumed to influence vertical marsh accretion: rates of relative sea-level rise, climatic parameters (average daily temperatures and degree days) and latitude (related to insolation and day length), sediment characteristics (organic matter inventory, bulk, mineral, and organic matter density), distance of the core site from the nearest source of tidal waters, and the tidal range. Unique to our study is a consideration of climatic parameters and latitude, which should influence organic matter production, and thus vertical accretion rates. Significant predictors of accretion rates (in order of importance) were found to be organic matter inventory, distance from a creek, and range of mean tides. Contrary to conclusions from previous studies, we found that accretion rates decreased with increasing tidal range, probably because we considered a wider span of tidal ranges, from micro- to macrotidal. Although four marshes with low organic matter inventories also show a deficit in accretion with respect to relative sea-level rise, organic matter is not limiting in two-thirds of the marshes studied, despite shorter growing seasons.																	0160-8347					FEB	2004	27	1					70	81		10.1007/BF02803561								WOS:000221048900006						
S	Weber, JM; Haman, F		Morris, S; Vosloo, A		Weber, JM; Haman, F			Oxidative fuel selection: adjusting mix and flux to stay alive	ANIMALS AND ENVIRONMENTS	INTERNATIONAL CONGRESS SERIES				3rd International Conference of Comparative Physiology and Biochemistry	AUG 07-13, 2004	KwaZulu Natal, SOUTH AFRICA					To be able to match ATP supply with demand, animals must ensure adequate delivery of metabolic fuels and oxygen to tissue mitochondria. Therefore, the mixture of fuels provided and their individual flux must be tightly orchestrated to cope with changing physiological needs. In exercising mammals, metabolic rate-expressed relatively to the aerobic maximum: %VO2 max-determines what mixture of oxidative fuels is being used. This simple model of fuel selection accurately predicts the relative contributions of lipids and carbohydrates to total metabolism, and it applies widely across body sizes, aerobic capacities, and even to exercise in hypoxic environments. However, it is also becoming obvious that significant exceptions to this pattern exist in other vertebrates that rely more heavily on lipids (e.g., migrating birds) or proteins (e.g., migrating salmonids), or for stresses other than exercise (e.g., cold exposure in mammals). Instantaneous fuel use is determined by multiple interacting mechanisms involving fuel availability, storage location, muscle recruitment, fiber recruitment within each muscle, and metabolic pathway selection within each fiber. These various mechanisms are being characterized in more detail to try designing a general model of fuel selection applicable to a wider range of animals and physiological stresses. (c) 2004 Elsevier B.V. All rights reserved.					Weber, Jean-Michel/0000-0003-2218-2952												0531-5131		0-444-51763-4				2004	1275						22	31		10.1016/j.ics.2004.09.043								WOS:000228291600004						
J	Legrand, MA; Colinet, H; Vernon, P; Hance, T				Legrand, MA; Colinet, H; Vernon, P; Hance, T			Autumn, winter and spring dynamics of aphid Sitobion avenae and parasitoid Aphidius rhopalosiphi interactions	ANNALS OF APPLIED BIOLOGY												The potential of parasitoids for aphid control during summer has been well documented. Few results are available on the impact of parasitoid populations on aphid hosts during autumn and winter and on the dynamics of their interactions during this period. The population development of Sitobion avenae, in Belgium, is analysed, from October to April, in the presence and absence of the parasitoid Aphidius rhopalosiphi. In the presence of parasitoids in winter, aphid populations decreased markedly and remained low at the beginning of spring. Induction of winter diapause in A. rhopalosiphi was observed during November at a mean temperature of 6.3 degreesC and a decreasing photoperiod from 9.5-8.5 h of day light. A large range of A. rhopalosiphi mummy colourations, between dark and light, was noticed. This range of colouration did not allow a clear-cut distinction between diapausing and non-diapausing individuals of A. rhopalosiphi. The influence of seasonal weather and particularly temperature conditions on parasitoid mortality, strategy for overwintering and aphid population dynamics are discussed.					colinet, herve/0000-0002-8806-3107												0003-4746						2004	145	2					139	144		10.1111/j.1744-7348.2004.tb00369.x								WOS:000224481800001						
J	Chinwada, P; Overholt, WA; Omwega, CO; Mueke, JM				Chinwada, P; Overholt, WA; Omwega, CO; Mueke, JM			Biology of Sturmiopsis parasitica (Diptera : Tachinidae) and suitability of three cereal stem borers (Lepidoptera : Crambidae, Noctuidae) for its development	ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA												The development of Sturmiopsis parasitica (Curran) (Diptera: Tachinidae) and levels of parasitism of its hosts, Busseola fusca Fuller, Sesamia calamistis Hampson (Lepidoptera: Noctuidae), and Chilo partellus (Swinhoe) (Lepidoptera: Crambidae), were studied. The highest rates of parasitism were 83.3 and 15% of B. fusca and C. partellus, respectively. No development occurred on S. calamistis due to maggot encapsulation. At 25 +/- 0.5degreesC, S. parasitica larval development on non-diapausing B. fusca larvae took 14.2 d (range 10-34) and the pupal period 13.7 d for males and 15.8 d for females. Adult females that developed on C. partellus were smaller than those from B. fusca but had a similar lifespan (approximate to4 wk). Although first observed at 6 d after mating, maggot production peaked at 848 per female after a 12-d gestation period. Inoculation of diapausing B. fusca larvae resulted in an extended larval period of the tachinids, indicating that the seasonal carryover of S. parasitica in diapausing B. fusca larvae in Zimbabwe could be a hormone-induced physiological response. The potential of S. parasitica as a biological control agent is discussed.																	0013-8746					JAN	2004	97	1					153	160		10.1603/0013-8746(2004)097[0153:BOSPDT]2.0.CO;2								WOS:000189001600015						
J	Volis, S; Mendlinger, S; Ward, D				Volis, S; Mendlinger, S; Ward, D			Demography and role of the seed bank in Mediterranean and desert populations of wild barley	BASIC AND APPLIED ECOLOGY												We compared the demography of two populations of wild barley, Hordeum spontaneum, that occupy environments of different aridity (desert and Mediterranean) and represent distinct parts of the species' distribution (periphery and core) in Israel. Our demographic study included a survey of survival and fecundity of adults in quadrate plots marked at two sites in natural vegetation (one site per population), and the creation of experimental seed banks examined over three years. We measured variability in population growth rate and investigated the role of the seed bank in the demography of two populations. The latter employed construction of two-stage, three age-class transition matrices and usage of elasticity analysis. At both sites, population dynamics appear to be transient with high fluctuations of population growth rate due to variability in annual rainfall and, most likely, intra- and inter-specific density dependence. The importance of the seed bank differed among two populations. Seed dormancy had almost no demographic effect on the Mediterranean population, while it was of paramount importance in the desert population. The two populations also differed in seed and seedling survival and per adult fecundity, presumably due to the difference between two sites in (i) relative impact of seed predation, (ii) effects of density dependence on population demography, and (iii) lower vigor of seeds of desert vs. Mediterranean origin. Our study highlights the importance of life history adaptations that may evolve under specific selective forces in different parts of a species' range, which, in certain circumstances, may be critical for the persistence of a species.				Ward, David/E-9814-2010													1439-1791						2004	5	1					53	64		10.1078/1439-1791-00192								WOS:000220195400007						
S	Coppack, T; Pulido, F		Moller, AP; Fielder, W; Berthold, P		Coppack, T; Pulido, F			Photoperiodic response and the adaptability of avian life cycles to environmental change	BIRDS AND CLIMATE CHANGE	ADVANCES IN ECOLOGICAL RESEARCH				Workshop on Bird Migration in Relation to Climate Change	MAR, 2003	Univ Constance, Konstanz, GERMANY	Lab Parasitol Evolut, CNRS, Max Planck Inst Ornithol, Vogelwarte Radolfzell, European Sci Fdn	Univ Constance			In birds, the annual change in daylength is the most important environmental cue used for synchronising breeding, moult, and migration with recurrent seasonal fluctuation in environmental conditions. Human-caused environmental changes may affect photo-responsive birds in two ways: (1) The photoperiod may become an unreliable predictor of favourable conditions if the phase relationship between temperature-dependent resource availability and daylength changes. For example, advances in the timing of breeding in response to increased spring temperature expose juvenile birds to altered photoperiodic conditions, which may result in unseasonably early autumn migration. (2) Range shifts and expansions may expose birds to novel photoperiodic conditions. Extant responses to these conditions could limit the potential of birds to evade increasingly unsuitable habitats and to establish new breeding and wintering grounds. However, if birds respond to novel photoperiodic conditions in an adaptive way-i.e., the elicited phenotypic change is in accord with the direction of selection-then adaptation of avian life cycles to global environmental change will be facilitated. In the course of environmental change, we expect the photoperiodic response itself to be the target of selection. However, adaptive evolution of the response to daylength may not keep pace with rapid environmental changes because of unfavourable genetic correlations among life-cycle stages or the lack of within-population genetic variation in phenotypic plasticity.				Evolution and Conservation Biology, UCM Group/K-9382-2014; Pulido, Francisco/C-6697-2012; Coppack, Timothy/D-1204-2010	Pulido, Francisco/0000-0002-2430-8080; 												0065-2504		0-12-013935-9				2004	35						131	150		10.1016/S0065-2504(04)35007-5								WOS:000225964300007						
J	Wise, IL; Lamb, RJ				Wise, IL; Lamb, RJ			Diapause and emergence of Sitodiplosis mosellana (Diptera : Cecidomyiidae) and its parasitoid Macroglenes penetrans (Hymenoptera : Pteromalidae)	CANADIAN ENTOMOLOGIST												The requirements for successful diapause of field-collected larvae and emergence of the adult wheat midge, Sitodiplosis mosellana (Gehin), and its egg parasitoid Macroglenes penetrans (Kirby) were investigated in the laboratory. Both species showed little decline in survival for up to 5 weeks at 20 degreesC in dry wheat spikes and could successfully diapause in wheat spikes at 0 degreesC for at least 200 d, although larvae usually drop to the soil to diapause. Both species diapaused successfully in clay loam and fine quartz sand, but survival was lower in vermiculite or coarse activated clay. Diapause was completed successfully at soil temperatures of -5 to 2.5 degreesC, and both species survived for at least 500 d at 2.5 degreesC with no increase in mortality. Larval survival declined after 120 d at -10 degreesC. Usually more than 95% of all surviving wheat midges emerged as adults after a single diapause period of 100 d or more, but up to 5% of wheat midges and 12%-57% of parasitoids did not emerge until they were exposed to a second cold period. Postdiapausal larvae pupated and adult wheat midges emerged at constant temperatures of 16, 20, 26, and 28 degreesC with no differences in mortality, although none emerged at 10 degreesC. The timing of wheat midge emergence was temperature dependent, requiring 306 degree-days above a threshold of 9 degreesC. Degree-day requirements and soil temperatures from a nearby weather station accurately predicted the average timing of emergence in the field, but not the year-to-year variation in date of 50% emergence. The wheat midge and its parasitoid are well adapted to the conditions they encounter in their range in western Canada. Methods for rearing both species through diapause and adult emergence are described.																	0008-347X					JAN-FEB	2004	136	1					77	90										WOS:000220109400004						
